,datetime,irradiance,ambient_temp,wind_speed,Pmpp,Impp,GHI,pvlib_GHI
0,05/01/2019 07:30:00 AM,32.239055181594075,24.09000015258789,1.4859999418258667,9.807941288424663,0.25651371127894523,38.8128662109375,71.08638199913108
1,05/01/2019 07:40:00 AM,55.147692685340736,24.29999923706055,1.587000012397766,17.370158836476993,0.4423092227725364,51.80657196044922,103.52557084209587
2,05/01/2019 07:50:00 AM,90.28863525390624,24.38999938964844,2.150000095367432,29.355609893798828,0.7268102169036865,92.63690948486328,138.41427704910112
3,05/01/2019 08:00:00 AM,92.4820327758789,24.649999618530273,2.1370000839233403,29.89307975769043,0.7433040738105774,133.23139953613278,174.8672911200251
4,05/01/2019 08:10:00 AM,135.52879333496094,24.70000076293945,2.059000015258789,44.79723358154297,1.094554424285889,140.26377868652344,212.28564883424403
5,05/01/2019 08:20:00 AM,99.5072784423828,24.70000076293945,2.836999893188477,32.226425170898445,0.7991930246353149,151.07333374023438,250.24562091968517
6,05/01/2019 08:30:00 AM,215.82981872558597,25.399999618530273,2.8499999046325684,72.35322570800781,1.7460485696792605,433.93365478515625,288.43316018320695
7,05/01/2019 08:40:00 AM,243.39236450195312,25.540000915527344,2.95199990272522,81.68099212646484,1.9660806655883791,399.47552490234375,326.6049738011797
8,05/01/2019 08:50:00 AM,279.56970029183867,25.540000915527344,3.5840001106262207,93.44289337878209,2.257785305158666,516.8113403320311,364.56490277388633
9,05/01/2019 09:00:00 AM,284.0851135253906,25.690000534057614,3.121999979019165,94.89572143554688,2.291785717010498,516.8113403320311,402.14923095641785
10,05/01/2019 09:10:00 AM,319.4990539550781,25.729999542236328,3.025000095367432,107.29267120361328,2.5786736011505127,572.2242431640625,439.2172834291436
11,05/01/2019 09:20:00 AM,340.6587829589844,26.10000038146973,2.961999893188477,113.4424285888672,2.7521626949310303,643.7901000976562,475.645301230808
12,05/01/2019 09:30:00 AM,380.5696716308594,26.059999465942386,3.736999988555908,127.1312255859375,3.0745720863342285,608.7078857421875,511.3223435552088
13,05/01/2019 09:40:00 AM,409.37347412109375,26.309999465942386,2.650000095367432,136.40379333496094,3.3007538318634038,712.2445068359375,546.1475044958678
14,05/01/2019 09:50:00 AM,499.5119934082031,26.34000015258789,3.5499999523162837,168.20896911621094,4.026885032653809,712.2445068359375,580.0279926725215
15,05/01/2019 10:00:00 AM,524.5108032226561,26.03000068664551,2.7249999046325684,174.53465270996094,4.230226516723634,795.6366577148438,612.8777901112118
16,05/01/2019 10:10:00 AM,515.2006225585939,26.15999984741211,3.0750000476837163,171.0028076171875,4.155554294586182,795.6366577148438,644.6167072096033
17,05/01/2019 10:20:00 AM,559.1181030273439,26.61000061035156,3.2249999046325684,185.7139587402344,4.506850242614746,819.8179931640625,675.169711010375
18,05/01/2019 10:30:00 AM,578.6151203961401,26.770000457763672,3.111999988555908,189.46875,4.6533127183172445,861.7327270507812,704.466457732052
19,05/01/2019 10:40:00 AM,578.615234375,26.82999992370605,3.1619999408721924,188.9897308349609,4.653313636779785,862.9124755859375,732.4409434649519
20,05/01/2019 10:50:00 AM,579.3021850585938,27.06999969482422,3.2249999046325684,188.8041076660156,4.660355091094972,897.6510009765625,759.0312753755803
21,05/01/2019 11:00:00 AM,651.8318481445312,26.88999938964844,3.275000095367432,212.70974731445312,5.237628936767578,894.960205078125,784.1795051650978
22,05/01/2019 11:10:00 AM,484.80084228515625,26.60000038146973,2.88700008392334,160.58163452148438,3.9438865184783936,993.4962768554688,807.8315176418345
23,05/01/2019 11:20:00 AM,763.3067016601562,26.82999992370605,3.025000095367432,250.2338714599609,6.1286468505859375,983.1818237304688,829.9369581756299
24,05/01/2019 11:30:00 AM,758.28466796875,26.770000457763672,2.562000036239624,249.1651611328125,6.0872554779052725,1053.5001220703123,850.4491884959677
25,05/01/2019 11:40:00 AM,773.5017700195312,26.79999923706055,2.9370000362396236,251.2139892578125,6.245842456817628,1107.3377685546877,869.3252631490877
26,05/01/2019 11:50:00 AM,793.9725952148438,26.899999618530273,3.6749999523162837,257.1464233398437,6.361461162567139,1035.55810546875,886.5259196724521
27,05/01/2019 12:00:00 PM,765.3702392578125,27.729999542236328,2.861999988555908,250.46881103515625,6.113650798797607,1025.665283203125,902.0155847972417
28,05/01/2019 12:10:00 PM,762.1749854886134,27.75,3.0499999523162837,246.30936192277062,6.112754298749751,1125.6820068359377,915.7623763140697
29,05/01/2019 12:20:00 PM,762.1751098632812,27.76000022888184,3.5620000362396236,246.3094024658203,6.112755298614503,1121.0606689453123,927.738121115013
30,05/01/2019 12:30:00 PM,802.0846557617188,27.559999465942386,5.0,252.8364562988281,6.412138938903809,1181.6348876953125,937.9183697748269
31,05/01/2019 12:40:00 PM,796.7601928710938,27.670000076293945,2.7249999046325684,258.603515625,6.454880714416504,1178.954345703125,946.2824130260083
32,05/01/2019 12:50:00 PM,841.4601440429688,27.25,4.3369998931884775,267.24734497070307,6.725008964538574,1178.7545166015625,952.8132970171507
33,05/01/2019 01:00:00 PM,868.4974975585938,27.459999084472656,3.3250000476837163,272.82794189453125,6.918872833251952,1148.9390869140625,957.4978350015907
34,05/01/2019 01:10:00 PM,844.1906127929688,27.78000068664551,3.400000095367432,267.8250732421875,6.787062168121338,1217.7628173828125,960.326612841322
35,05/01/2019 01:20:00 PM,850.704345703125,27.420000076293945,3.2999999523162837,273.96871948242193,6.928743839263916,1144.2537841796875,961.2939871665673
36,05/01/2019 01:30:00 PM,875.4443359375,27.18000030517578,4.01200008392334,276.80792236328125,6.999388694763184,1224.2449951171875,960.3980793664133
